Data,Mandante,Visitante,Gols_Mandante,Gols_Visitante,Resultado,Alvo,Total_Gols,Media_Gols_Mandante,Media_Gols_Visitante
2018-11-18,America MG,Santos,2.0,1.0,H,1.0,3.0,0.6944444444444444,1.3091603053435115
2018-11-18,Botafogo RJ,Internacional,1.0,0.0,H,1.0,1.0,1.1964285714285714,1.2008928571428572
2018-11-18,Parana,Palmeiras,1.0,1.0,D,0.0,2.0,0.4411764705882353,1.3883928571428572
2018-11-19,Fluminense,Ceara,0.0,0.0,D,0.0,0.0,1.2633587786259541,0.8529411764705882
2018-11-21,Flamengo RJ,Gremio,2.0,0.0,H,1.0,2.0,1.247148288973384,1.2509505703422052
2018-11-21,Palmeiras,America MG,4.0,0.0,H,1.0,4.0,1.3866666666666667,0.7123287671232876
2018-11-21,Cruzeiro,Vitoria,3.0,0.0,H,1.0,3.0,1.3726235741444868,1.2352941176470589
2018-11-21,Internacional,Atletico-MG,1.0,2.0,A,2.0,3.0,1.1955555555555555,
2018-11-21,Santos,Botafogo RJ,1.0,1.0,D,0.0,2.0,1.3079847908745248,1.1955555555555555
2018-11-21,Athletico-PR,Corinthians,1.0,0.0,H,1.0,1.0,1.2577777777777779,1.2547528517110267
2018-11-22,Vasco,Sao Paulo,2.0,0.0,H,1.0,2.0,1.0802139037433156,1.3231939163498099
2018-11-22,Bahia,Fluminense,2.0,0.0,H,1.0,2.0,1.0267379679144386,1.258555133079848
2018-11-22,Ceara,Parana,1.0,0.0,H,1.0,1.0,0.8285714285714286,0.45714285714285713
2018-11-22,Chapecoense-SC,Sport Recife,2.0,1.0,H,1.0,3.0,,1.1333333333333333
2018-11-24,Santos,Atletico-MG,3.0,2.0,H,1.0,5.0,1.3068181818181819,
2018-11-25,Corinthians,Chapecoense-SC,0.0,0.0,D,0.0,0.0,1.25,
2018-11-25,Athletico-PR,Ceara,2.0,2.0,D,0.0,4.0,1.2566371681415929,0.8333333333333334
2018-11-25,Cruzeiro,Flamengo RJ,0.0,2.0,A,2.0,2.0,1.378787878787879,1.25
2018-11-25,Vasco,Palmeiras,0.0,1.0,A,2.0,1.0,1.0851063829787233,1.3982300884955752
2018-11-25,Vitoria,Gremio,0.0,0.0,D,0.0,0.0,1.2287234042553192,1.246212121212121
2018-11-25,America MG,Bahia,1.0,0.0,H,1.0,1.0,0.7027027027027027,1.0319148936170213
2018-11-25,Internacional,Fluminense,2.0,0.0,H,1.0,2.0,1.1946902654867257,1.253787878787879
2018-11-26,Botafogo RJ,Parana,2.0,1.0,H,1.0,3.0,1.1946902654867257,0.4444444444444444
2018-11-26,Sao Paulo,Sport Recife,0.0,0.0,D,0.0,0.0,1.3181818181818181,1.1327433628318584
2018-12-01,Atletico-MG,Botafogo RJ,1.0,0.0,H,1.0,1.0,,1.198237885462555
2018-12-01,Flamengo RJ,Athletico-PR,1.0,2.0,A,2.0,3.0,1.2528301886792452,1.2599118942731278
2018-12-02,Palmeiras,Vitoria,3.0,2.0,H,1.0,5.0,1.39647577092511,1.2222222222222223
2018-12-02,Parana,Internacional,1.0,1.0,D,0.0,2.0,0.4594594594594595,1.198237885462555
2018-12-02,Gremio,Corinthians,1.0,0.0,H,1.0,1.0,1.241509433962264,1.2452830188679245
2018-12-02,Sport Recife,Santos,2.0,1.0,H,1.0,3.0,1.1277533039647578,1.3132075471698113
2018-12-02,Chapecoense-SC,Sao Paulo,1.0,0.0,H,1.0,1.0,,1.3132075471698113
2018-12-02,Ceara,Vasco,0.0,0.0,D,0.0,0.0,0.8648648648648649,1.0793650793650793
2018-12-02,Bahia,Cruzeiro,0.0,0.0,D,0.0,0.0,1.0264550264550265,1.3735849056603773
2018-12-02,Fluminense,America MG,1.0,0.0,H,1.0,1.0,1.2490566037735849,0.7066666666666667
2019-04-27,Sao Paulo,Botafogo RJ,2.0,0.0,H,1.0,2.0,1.3082706766917294,1.1929824561403508
2019-04-27,Atletico-MG,Avai,2.0,1.0,H,1.0,3.0,,0.881578947368421
2019-04-27,Chapecoense-SC,Internacional,2.0,0.0,H,1.0,2.0,,1.1973684210526316
2019-04-28,Palmeiras,Fortaleza,4.0,0.0,H,1.0,4.0,1.4035087719298245,1.0
2019-04-28,Fluminense,Goias,0.0,1.0,A,2.0,1.0,1.2481203007518797,1.0964912280701755
2019-04-28,Ceara,CSA,4.0,0.0,H,1.0,4.0,0.8421052631578947,1.0
2019-04-28,Bahia,Corinthians,3.0,2.0,H,1.0,5.0,1.0210526315789474,1.2406015037593985
2019-04-28,Athletico-PR,Vasco,4.0,1.0,H,1.0,5.0,1.263157894736842,1.0736842105263158
2019-04-28,Gremio,Santos,1.0,2.0,A,2.0,3.0,1.2406015037593985,1.3120300751879699
2019-04-28,Flamengo RJ,Cruzeiro,3.0,1.0,H,1.0,4.0,1.2518796992481203,1.368421052631579
2019-05-01,Corinthians,Chapecoense-SC,1.0,0.0,H,1.0,1.0,1.243445692883895,
2019-05-01,CSA,Palmeiras,1.0,1.0,D,0.0,2.0,0.0,1.4148471615720524
2019-05-01,Internacional,Flamengo RJ,2.0,1.0,H,1.0,3.0,1.1921397379912664,1.2584269662921348
2019-05-01,Avai,Gremio,1.0,1.0,D,0.0,2.0,0.8831168831168831,1.2397003745318351
2019-05-01,Cruzeiro,Ceara,1.0,0.0,H,1.0,1.0,1.3670411985018727,0.9230769230769231
2019-05-02,Santos,Fluminense,2.0,1.0,H,1.0,3.0,1.3146067415730338,1.243445692883895
2019-05-02,Vasco,Atletico-MG,1.0,2.0,A,2.0,3.0,1.0732984293193717,
2019-05-02,Fortaleza,Athletico-PR,2.0,1.0,H,1.0,3.0,0.0,1.275109170305677
2019-05-02,Goias,Sao Paulo,1.0,2.0,A,2.0,3.0,1.0956521739130434,1.3108614232209739
2019-05-03,Botafogo RJ,Bahia,3.0,2.0,H,1.0,5.0,1.1877729257641922,1.031413612565445
2019-05-04,Palmeiras,Internacional,1.0,0.0,H,1.0,1.0,1.4130434782608696,1.1956521739130435
2019-05-04,Vasco,Corinthians,1.0,1.0,D,0.0,2.0,1.0729166666666667,1.242537313432836
2019-05-05,CSA,Santos,0.0,0.0,D,0.0,0.0,0.5,1.3171641791044777
2019-05-05,Ceara,Atletico-MG,1.0,2.0,A,2.0,3.0,0.9,
2019-05-05,Chapecoense-SC,Athletico-PR,1.0,1.0,D,0.0,2.0,,1.2739130434782608
2019-05-05,Botafogo RJ,Fortaleza,1.0,0.0,H,1.0,1.0,1.1956521739130435,1.0
2019-05-05,Cruzeiro,Goias,2.0,1.0,H,1.0,3.0,1.3656716417910448,1.0948275862068966
2019-05-05,Sao Paulo,Flamengo RJ,1.0,1.0,D,0.0,2.0,1.3134328358208955,1.257462686567164
2019-05-05,Bahia,Avai,1.0,0.0,H,1.0,1.0,1.0364583333333333,0.8846153846153846
2019-05-05,Gremio,Fluminense,4.0,5.0,A,2.0,9.0,1.2388059701492538,1.242537313432836
2019-05-11,Fluminense,Botafogo RJ,0.0,1.0,A,2.0,1.0,1.2565055762081785,1.1948051948051948
2019-05-11,Corinthians,Gremio,0.0,0.0,D,0.0,0.0,1.241635687732342,1.2490706319702602
2019-05-12,Avai,CSA,0.0,0.0,D,0.0,0.0,0.8734177215189873,0.3333333333333333
2019-05-12,Fortaleza,Sao Paulo,0.0,1.0,A,2.0,1.0,0.6666666666666666,1.312267657992565
2019-05-12,Athletico-PR,Bahia,1.0,0.0,H,1.0,1.0,1.2727272727272727,1.0362694300518134
2019-05-12,Santos,Vasco,3.0,0.0,H,1.0,3.0,1.312267657992565,1.072538860103627
2019-05-12,Internacional,Cruzeiro,3.0,1.0,H,1.0,4.0,1.1904761904761905,1.3680297397769516
2019-05-12,Atletico-MG,Palmeiras,0.0,2.0,A,2.0,2.0,,1.4112554112554112
2019-05-12,Flamengo RJ,Chapecoense-SC,2.0,1.0,H,1.0,3.0,1.2565055762081785,
2019-05-12,Goias,Ceara,2.0,1.0,H,1.0,3.0,1.0940170940170941,0.9024390243902439
2019-05-18,Fluminense,Cruzeiro,4.0,1.0,H,1.0,5.0,1.2518518518518518,1.3666666666666667
2019-05-18,Atletico-MG,Flamengo RJ,2.0,1.0,H,1.0,3.0,,1.2592592592592593
2019-05-18,Palmeiras,Santos,4.0,0.0,H,1.0,4.0,1.4137931034482758,1.3185185185185184
2019-05-19,Vasco,Avai,1.0,1.0,D,0.0,2.0,1.0670103092783505,0.8625
2019-05-19,Ceara,Gremio,2.0,1.0,H,1.0,3.0,0.9047619047619048,1.2444444444444445
2019-05-19,Internacional,CSA,2.0,0.0,H,1.0,2.0,1.1982758620689655,0.25
2019-05-19,Athletico-PR,Corinthians,0.0,2.0,A,2.0,2.0,1.271551724137931,1.237037037037037
2019-05-19,Chapecoense-SC,Fortaleza,1.0,3.0,A,2.0,4.0,,0.5
2019-05-19,Sao Paulo,Bahia,0.0,0.0,D,0.0,0.0,1.3111111111111111,1.0309278350515463
2019-05-19,Goias,Botafogo RJ,1.0,0.0,H,1.0,1.0,1.1016949152542372,1.1939655172413792
2019-05-25,Botafogo RJ,Palmeiras,0.0,1.0,A,2.0,1.0,1.1888412017167382,1.4248927038626609
2019-05-25,Gremio,Atletico-MG,1.0,0.0,H,1.0,1.0,1.2435424354243543,
2019-05-26,Fortaleza,Vasco,1.0,1.0,D,0.0,2.0,1.0,1.0666666666666667
2019-05-26,Cruzeiro,Chapecoense-SC,1.0,2.0,A,2.0,3.0,1.3653136531365313,
2019-05-26,Corinthians,Sao Paulo,1.0,0.0,H,1.0,1.0,1.2398523985239853,1.3062730627306274
2019-05-26,Santos,Internacional,0.0,0.0,D,0.0,0.0,1.3136531365313653,1.201716738197425
2019-05-26,Flamengo RJ,Athletico-PR,3.0,2.0,H,1.0,5.0,1.2583025830258303,1.2660944206008584
2019-05-26,Bahia,Fluminense,3.0,2.0,H,1.0,5.0,1.0256410256410255,1.2619926199261993
2019-05-28,Avai,Ceara,1.0,2.0,A,2.0,3.0,0.8641975308641975,0.9302325581395349
2019-05-28,CSA,Goias,1.0,0.0,H,1.0,1.0,0.2,1.1008403361344539
2019-06-01,Flamengo RJ,Fortaleza,2.0,0.0,H,1.0,2.0,1.2647058823529411,1.0
2019-06-01,Bahia,Gremio,1.0,0.0,H,1.0,1.0,1.0357142857142858,1.2426470588235294
2019-06-02,Ceara,Santos,0.0,1.0,A,2.0,1.0,0.9545454545454546,1.3088235294117647
2019-06-02,Botafogo RJ,Vasco,1.0,0.0,H,1.0,1.0,1.1837606837606838,1.066326530612245
2019-06-02,Athletico-PR,Fluminense,3.0,0.0,H,1.0,3.0,1.2692307692307692,1.2647058823529411
2019-06-02,Sao Paulo,Cruzeiro,1.0,1.0,D,0.0,2.0,1.3014705882352942,1.3639705882352942
2019-06-02,Atletico-MG,CSA,4.0,0.0,H,1.0,4.0,,0.3333333333333333
2019-06-02,Chapecoense-SC,Palmeiras,1.0,2.0,A,2.0,3.0,,1.4230769230769231
2019-06-02,Internacional,Avai,2.0,0.0,H,1.0,2.0,1.1965811965811965,0.8658536585365854
2019-06-08,Gremio,Fortaleza,1.0,0.0,H,1.0,1.0,1.2380952380952381,0.8571428571428571
2019-06-08,Cruzeiro,Corinthians,0.0,0.0,D,0.0,0.0,1.3626373626373627,1.2389705882352942
2019-06-08,Ceara,Bahia,0.0,0.0,D,0.0,0.0,0.9333333333333333,1.0355329949238579
2019-06-08,Vasco,Internacional,2.0,1.0,H,1.0,3.0,1.0609137055837563,1.2
2019-06-08,Palmeiras,Athletico-PR,1.0,0.0,H,1.0,1.0,1.425531914893617,1.2765957446808511
2019-06-09,CSA,Botafogo RJ,1.0,2.0,A,2.0,3.0,0.2857142857142857,1.1829787234042553
2019-06-09,Fluminense,Flamengo RJ,0.0,0.0,D,0.0,0.0,1.26007326007326,1.2673992673992673
2019-06-09,Avai,Sao Paulo,0.0,0.0,D,0.0,0.0,0.8554216867469879,1.3003663003663004
2019-06-09,Santos,Atletico-MG,3.0,1.0,H,1.0,4.0,1.3076923076923077,
2019-06-11,Goias,Chapecoense-SC,3.0,1.0,H,1.0,4.0,1.0916666666666666,
2019-06-12,Botafogo RJ,Gremio,0.0,1.0,A,2.0,1.0,1.1864406779661016,1.2372262773722629
2019-06-13,Fortaleza,Cruzeiro,2.0,1.0,H,1.0,3.0,0.75,1.3576642335766422
2019-06-13,CSA,Flamengo RJ,0.0,2.0,A,2.0,2.0,0.375,1.2627737226277371
2019-06-13,Internacional,Bahia,3.0,1.0,H,1.0,4.0,1.1991525423728813,1.0303030303030303
2019-06-13,Santos,Corinthians,1.0,0.0,H,1.0,1.0,1.313868613138686,1.2344322344322345
2019-06-13,Vasco,Ceara,1.0,0.0,H,1.0,1.0,1.0656565656565657,0.9130434782608695
2019-06-14,Atletico-MG,Sao Paulo,1.0,1.0,D,0.0,2.0,,1.2956204379562044
2019-06-14,Chapecoense-SC,Fluminense,1.0,1.0,D,0.0,2.0,,1.2554744525547445
2019-06-14,Goias,Athletico-PR,2.0,1.0,H,1.0,3.0,1.1074380165289257,1.271186440677966
2019-06-14,Palmeiras,Avai,2.0,0.0,H,1.0,2.0,1.423728813559322,0.8452380952380952
2019-07-13,Sao Paulo,Palmeiras,1.0,1.0,D,0.0,2.0,1.2945454545454544,1.4261603375527425
2019-07-13,Bahia,Santos,0.0,1.0,A,2.0,1.0,1.0301507537688441,1.3127272727272727
2019-07-13,Fortaleza,Avai,2.0,0.0,H,1.0,2.0,0.8888888888888888,0.8352941176470589
2019-07-13,Gremio,Vasco,2.0,1.0,H,1.0,3.0,1.2363636363636363,1.065326633165829
2019-07-14,Flamengo RJ,Goias,6.0,1.0,H,1.0,7.0,1.2654545454545454,1.1147540983606556
2019-07-14,Athletico-PR,Internacional,1.0,0.0,H,1.0,1.0,1.270042194092827,1.2067510548523206
2019-07-14,Corinthians,CSA,1.0,0.0,H,1.0,1.0,1.22992700729927,0.3333333333333333
2019-07-14,Cruzeiro,Botafogo RJ,0.0,0.0,D,0.0,0.0,1.3563636363636364,1.1814345991561181
2019-07-14,Chapecoense-SC,Atletico-MG,1.0,2.0,A,2.0,3.0,,
2019-07-16,Fluminense,Ceara,1.0,1.0,D,0.0,2.0,1.2545454545454546,0.8936170212765957
2019-07-20,Internacional,Gremio,1.0,1.0,D,0.0,2.0,1.2016806722689075,1.2391304347826086
2019-07-20,CSA,Athletico-PR,0.0,4.0,A,2.0,4.0,0.3,1.26890756302521
2019-07-20,Vasco,Fluminense,2.0,1.0,H,1.0,3.0,1.065,1.2536231884057971
2019-07-20,Bahia,Cruzeiro,0.0,0.0,D,0.0,0.0,1.025,1.3514492753623188
2019-07-20,Ceara,Palmeiras,2.0,0.0,H,1.0,2.0,0.8958333333333334,1.4243697478991597
2019-07-21,Botafogo RJ,Santos,0.0,1.0,A,2.0,1.0,1.1764705882352942,1.3115942028985508
2019-07-21,Atletico-MG,Fortaleza,2.0,2.0,D,0.0,4.0,,1.0
2019-07-21,Corinthians,Flamengo RJ,1.0,1.0,D,0.0,2.0,1.229090909090909,1.2826086956521738
2019-07-21,Avai,Goias,0.0,0.0,D,0.0,0.0,0.8255813953488372,1.113821138211382
2019-07-23,Sao Paulo,Chapecoense-SC,4.0,0.0,H,1.0,4.0,1.2934782608695652,
2019-07-27,Internacional,Ceara,1.0,0.0,H,1.0,1.0,1.200836820083682,0.9183673469387755
2019-07-27,Fluminense,Sao Paulo,1.0,2.0,A,2.0,3.0,1.2527075812274369,1.3032490974729243
2019-07-27,Cruzeiro,Athletico-PR,0.0,2.0,A,2.0,2.0,1.3465703971119134,1.2803347280334727
2019-07-27,Palmeiras,Vasco,1.0,1.0,D,0.0,2.0,1.4184100418410042,1.0696517412935322
2019-07-28,Chapecoense-SC,Bahia,0.0,0.0,D,0.0,0.0,,1.0199004975124377
2019-07-28,Flamengo RJ,Botafogo RJ,3.0,2.0,H,1.0,5.0,1.2815884476534296,1.1715481171548117
2019-07-28,Santos,Avai,3.0,1.0,H,1.0,4.0,1.3104693140794224,0.8160919540229885
2019-07-28,Fortaleza,Corinthians,1.0,3.0,A,2.0,4.0,1.0909090909090908,1.2282608695652173
2019-07-28,Goias,Atletico-MG,0.0,0.0,D,0.0,0.0,1.1048387096774193,
2019-07-30,CSA,Gremio,0.0,0.0,D,0.0,0.0,0.2727272727272727,1.2382671480144405
2019-08-03,Fluminense,Internacional,2.0,1.0,H,1.0,3.0,1.2517985611510791,1.2
2019-08-03,Ceara,Fortaleza,2.0,1.0,H,1.0,3.0,0.9,1.0833333333333333
2019-08-04,Santos,Goias,6.0,1.0,H,1.0,7.0,1.316546762589928,1.096
2019-08-04,Avai,Botafogo RJ,0.0,2.0,A,2.0,2.0,0.8181818181818182,1.175
2019-08-04,Bahia,Flamengo RJ,3.0,0.0,H,1.0,3.0,1.0148514851485149,1.2877697841726619
2019-08-04,Atletico-MG,Cruzeiro,2.0,0.0,H,1.0,2.0,,1.341726618705036
2019-08-04,Corinthians,Palmeiras,1.0,1.0,D,0.0,2.0,1.2346570397111913,1.4166666666666667
2019-08-04,Vasco,CSA,0.0,0.0,D,0.0,0.0,1.0693069306930694,0.25
2019-08-06,Gremio,Chapecoense-SC,3.0,3.0,D,0.0,6.0,1.2338129496402879,
2019-08-07,Corinthians,Goias,2.0,0.0,H,1.0,2.0,1.2338129496402879,1.0952380952380953
2019-08-10,Flamengo RJ,Gremio,3.0,1.0,H,1.0,4.0,1.2831541218637992,1.2401433691756272
2019-08-10,Sao Paulo,Santos,3.0,2.0,H,1.0,5.0,1.3057553956834533,1.3333333333333333
2019-08-10,Ceara,Chapecoense-SC,4.0,1.0,H,1.0,5.0,0.9215686274509803,
2019-08-11,Atletico-MG,Fluminense,2.0,1.0,H,1.0,3.0,,1.2544802867383513
2019-08-11,Internacional,Corinthians,0.0,0.0,D,0.0,0.0,1.1991701244813278,1.2365591397849462
2019-08-11,Avai,Cruzeiro,2.0,2.0,D,0.0,4.0,0.8089887640449438,1.3369175627240144
2019-08-11,Botafogo RJ,Athletico-PR,2.0,1.0,H,1.0,3.0,1.1784232365145229,1.2833333333333334
2019-08-11,Palmeiras,Bahia,2.0,2.0,D,0.0,4.0,1.4149377593360997,1.0246305418719213
2019-08-11,Goias,Vasco,0.0,1.0,A,2.0,1.0,1.0866141732283465,1.064039408866995
2019-08-13,CSA,Fortaleza,0.0,2.0,A,2.0,2.0,0.23076923076923078,1.0769230769230769
2019-08-17,Vasco,Flamengo RJ,1.0,4.0,A,2.0,5.0,1.0637254901960784,1.2892857142857144
2019-08-17,Athletico-PR,Atletico-MG,1.0,0.0,H,1.0,1.0,1.2821576763485478,
2019-08-17,Fortaleza,Internacional,0.0,1.0,A,2.0,1.0,1.1428571428571428,1.1942148760330578
2019-08-17,Corinthians,Botafogo RJ,2.0,0.0,H,1.0,2.0,1.2321428571428572,1.1818181818181819
2019-08-18,Gremio,Palmeiras,1.0,1.0,D,0.0,2.0,1.2392857142857143,1.4173553719008265
2019-08-18,Bahia,Goias,1.0,1.0,D,0.0,2.0,1.0294117647058822,1.078125
2019-08-18,Cruzeiro,Santos,2.0,0.0,H,1.0,2.0,1.3392857142857142,1.3357142857142856
2019-08-18,Fluminense,CSA,0.0,1.0,A,2.0,1.0,1.2535714285714286,0.21428571428571427
2019-08-18,Sao Paulo,Ceara,1.0,0.0,H,1.0,1.0,1.3118279569892473,0.9807692307692307
2019-08-18,Chapecoense-SC,Avai,1.0,0.0,H,1.0,1.0,,0.8222222222222222
2019-08-21,Athletico-PR,Sao Paulo,0.0,1.0,A,2.0,1.0,1.28099173553719,1.3107142857142857
2019-08-24,Gremio,Athletico-PR,2.0,1.0,H,1.0,3.0,1.2384341637010676,1.2757201646090535
2019-08-24,Atletico-MG,Bahia,0.0,1.0,A,2.0,1.0,,1.0292682926829269
2019-08-25,Goias,Internacional,2.0,1.0,H,1.0,3.0,1.0775193798449612,1.1934156378600822
2019-08-25,Santos,Fortaleza,3.0,3.0,D,0.0,6.0,1.3309608540925266,1.0666666666666667
2019-08-25,Vasco,Sao Paulo,2.0,0.0,H,1.0,2.0,1.0634146341463415,1.309608540925267
2019-08-25,Avai,Corinthians,1.0,1.0,D,0.0,2.0,0.8131868131868132,1.2348754448398576
2019-08-25,Ceara,Flamengo RJ,0.0,3.0,A,2.0,3.0,0.9622641509433962,1.298932384341637
2019-08-25,CSA,Cruzeiro,1.0,1.0,D,0.0,2.0,0.26666666666666666,1.3416370106761566
2019-08-27,Botafogo RJ,Chapecoense-SC,0.0,0.0,D,0.0,0.0,1.176954732510288,
2019-08-31,Chapecoense-SC,Santos,0.0,1.0,A,2.0,1.0,,1.3368794326241136
2019-08-31,Athletico-PR,Ceara,1.0,0.0,H,1.0,1.0,1.2745901639344261,0.9444444444444444
2019-08-31,Bahia,CSA,1.0,0.0,H,1.0,1.0,1.029126213592233,0.3125
2019-08-31,Sao Paulo,Gremio,0.0,0.0,D,0.0,0.0,1.3049645390070923,1.2411347517730495
2019-09-01,Internacional,Botafogo RJ,3.0,2.0,H,1.0,5.0,1.1926229508196722,1.1721311475409837
2019-09-01,Flamengo RJ,Palmeiras,3.0,0.0,H,1.0,3.0,1.3049645390070923,1.4156378600823045
2019-09-01,Fortaleza,Goias,2.0,0.0,H,1.0,2.0,1.1875,1.0846153846153845
2019-09-01,Corinthians,Atletico-MG,1.0,0.0,H,1.0,1.0,1.2340425531914894,
2019-09-01,Cruzeiro,Vasco,1.0,0.0,H,1.0,1.0,1.3404255319148937,1.0679611650485437
2019-09-03,Fluminense,Avai,0.0,1.0,A,2.0,1.0,1.2491103202846976,0.8152173913043478
2019-09-07,Internacional,Sao Paulo,1.0,0.0,H,1.0,1.0,1.2,1.3003533568904593
2019-09-07,Fortaleza,Fluminense,0.0,1.0,A,2.0,1.0,1.2352941176470589,1.2446808510638299
2019-09-07,Avai,Flamengo RJ,0.0,3.0,A,2.0,3.0,0.8172043010752689,1.3109540636042403
2019-09-07,Vasco,Bahia,0.0,2.0,A,2.0,2.0,1.0628019323671498,1.0289855072463767
2019-09-07,Corinthians,Ceara,2.0,2.0,D,0.0,4.0,1.2332155477031803,0.9272727272727272
2019-09-08,Goias,Palmeiras,1.0,2.0,A,2.0,3.0,1.0763358778625953,1.4098360655737705
2019-09-08,Cruzeiro,Gremio,1.0,4.0,A,2.0,5.0,1.3392226148409894,1.2367491166077738
2019-09-08,Botafogo RJ,Atletico-MG,2.0,1.0,H,1.0,3.0,1.1755102040816328,
2019-09-08,Santos,Athletico-PR,1.0,1.0,D,0.0,2.0,1.3356890459363957,1.273469387755102
2019-09-08,CSA,Chapecoense-SC,2.0,0.0,H,1.0,2.0,0.29411764705882354,
2019-09-11,Palmeiras,Fluminense,3.0,0.0,H,1.0,3.0,1.4122448979591837,1.243816254416961
2019-09-14,Palmeiras,Cruzeiro,1.0,0.0,H,1.0,1.0,1.41869918699187,1.3380281690140845
2019-09-14,Chapecoense-SC,Vasco,1.0,2.0,A,2.0,3.0,,1.0576923076923077
2019-09-14,Flamengo RJ,Santos,1.0,0.0,H,1.0,1.0,1.3169014084507042,1.3345070422535212
2019-09-15,Ceara,Botafogo RJ,0.0,0.0,D,0.0,0.0,0.9464285714285714,1.1788617886178863
2019-09-15,Athletico-PR,Avai,0.0,1.0,A,2.0,1.0,1.2723577235772359,0.8085106382978723
2019-09-15,Atletico-MG,Internacional,1.0,3.0,A,2.0,4.0,,1.1991869918699187
2019-09-15,Bahia,Fortaleza,1.0,1.0,D,0.0,2.0,1.0336538461538463,1.1666666666666667
2019-09-15,Fluminense,Corinthians,1.0,0.0,H,1.0,1.0,1.2394366197183098,1.2359154929577465
2019-09-15,Gremio,Goias,3.0,0.0,H,1.0,3.0,1.2464788732394365,1.0757575757575757
2019-09-15,Sao Paulo,CSA,1.0,1.0,D,0.0,2.0,1.295774647887324,0.3888888888888889
2019-09-21,Corinthians,Bahia,2.0,1.0,H,1.0,3.0,1.231578947368421,1.0334928229665072
2019-09-21,Cruzeiro,Flamengo RJ,1.0,2.0,A,2.0,3.0,1.3333333333333333,1.3157894736842106
2019-09-21,Botafogo RJ,Sao Paulo,1.0,2.0,A,2.0,3.0,1.174089068825911,1.2947368421052632
2019-09-22,Santos,Gremio,0.0,3.0,A,2.0,3.0,1.3298245614035087,1.2526315789473683
2019-09-22,Internacional,Chapecoense-SC,1.0,0.0,H,1.0,1.0,1.2064777327935223,
2019-09-22,CSA,Ceara,1.0,0.0,H,1.0,1.0,0.42105263157894735,0.9298245614035088
2019-09-22,Fortaleza,Palmeiras,0.0,1.0,A,2.0,1.0,1.1578947368421053,1.417004048582996
2019-09-22,Vasco,Athletico-PR,1.0,1.0,D,0.0,2.0,1.062200956937799,1.2672064777327936
2019-09-22,Goias,Fluminense,3.0,0.0,H,1.0,3.0,1.0676691729323309,1.2385964912280703
2019-09-24,Avai,Atletico-MG,1.0,0.0,H,1.0,1.0,0.8105263157894737,
2019-09-25,Ceara,Cruzeiro,0.0,0.0,D,0.0,0.0,0.9137931034482759,1.332167832167832
2019-09-26,Palmeiras,CSA,6.0,2.0,H,1.0,8.0,1.4153225806451613,0.45
2019-09-26,Sao Paulo,Goias,0.0,1.0,A,2.0,1.0,1.2972027972027973,1.0820895522388059
2019-09-26,Bahia,Botafogo RJ,2.0,0.0,H,1.0,2.0,1.0333333333333334,1.1733870967741935
2019-09-26,Flamengo RJ,Internacional,3.0,1.0,H,1.0,4.0,1.3181818181818181,1.2056451612903225
2019-09-27,Fluminense,Santos,1.0,1.0,D,0.0,2.0,1.2342657342657342,1.3251748251748252
2019-09-27,Gremio,Avai,6.0,1.0,H,1.0,7.0,1.2587412587412588,0.8125
2019-09-27,Athletico-PR,Fortaleza,4.0,1.0,H,1.0,5.0,1.2661290322580645,1.1
2019-09-28,Flamengo RJ,Sao Paulo,0.0,0.0,D,0.0,0.0,1.32404181184669,1.2926829268292683
2019-09-29,Atletico-MG,Ceara,2.0,1.0,H,1.0,3.0,,0.8983050847457628
2019-09-29,Athletico-PR,Chapecoense-SC,1.0,1.0,D,0.0,2.0,1.2771084337349397,
2019-09-29,Santos,CSA,2.0,0.0,H,1.0,2.0,1.32404181184669,0.5238095238095238
2019-09-29,Internacional,Palmeiras,1.0,1.0,D,0.0,2.0,1.2048192771084338,1.4337349397590362
2019-09-29,Fluminense,Gremio,2.0,1.0,H,1.0,3.0,1.2334494773519165,1.2752613240418118
2019-09-29,Corinthians,Vasco,1.0,0.0,H,1.0,1.0,1.2342657342657342,1.061904761904762
2019-10-01,Avai,Bahia,0.0,2.0,A,2.0,2.0,0.8144329896907216,1.037914691943128
2019-10-01,Fortaleza,Botafogo RJ,1.0,0.0,H,1.0,1.0,1.0952380952380953,1.1686746987951808
2019-10-01,Goias,Cruzeiro,1.0,0.0,H,1.0,1.0,1.0814814814814815,1.3275261324041812
2019-10-02,Atletico-MG,Vasco,1.0,2.0,A,2.0,3.0,,1.0568720379146919
2019-10-02,Chapecoense-SC,Corinthians,0.0,1.0,A,2.0,1.0,,1.2334494773519165
2019-10-05,Gremio,Corinthians,0.0,0.0,D,0.0,0.0,1.2743055555555556,1.2326388888888888
2019-10-05,Bahia,Athletico-PR,1.0,2.0,A,2.0,3.0,1.0424528301886793,1.276
2019-10-05,Sao Paulo,Fortaleza,2.0,1.0,H,1.0,3.0,1.2881944444444444,1.0909090909090908
2019-10-05,Vasco,Santos,0.0,1.0,A,2.0,1.0,1.0613207547169812,1.3263888888888888
2019-10-06,CSA,Avai,3.0,1.0,H,1.0,4.0,0.5,0.8061224489795918
2019-10-06,Palmeiras,Atletico-MG,1.0,1.0,D,0.0,2.0,1.432,
2019-10-06,Ceara,Goias,0.0,1.0,A,2.0,1.0,0.9,1.0808823529411764
2019-10-06,Cruzeiro,Internacional,1.0,1.0,D,0.0,2.0,1.3229166666666667,1.204
