Data,Mandante,Visitante,Gols_Mandante,Gols_Visitante,Resultado,Alvo,Total_Gols,Media_Gols_Mandante,Media_Gols_Visitante
2014-10-10,Chapecoense-SC,Internacional,5.0,0.0,H,1.0,5.0,0.8846153846153846,1.2843137254901962
2014-10-11,Botafogo RJ,Corinthians,1.0,0.0,H,1.0,1.0,1.3689320388349515,1.0776699029126213
2014-10-11,Goias,Coritiba,3.0,0.0,H,1.0,3.0,1.1384615384615384,1.174757281553398
2014-10-12,Athletico-PR,Figueirense,3.0,0.0,H,1.0,3.0,1.4307692307692308,0.9846153846153847
2014-10-12,Sport Recife,Vitoria,1.0,2.0,A,2.0,3.0,0.9230769230769231,1.3384615384615384
2014-10-12,Criciuma,Santos,3.0,0.0,H,1.0,3.0,1.0,1.3009708737864079
2014-10-12,Internacional,Fluminense,2.0,1.0,H,1.0,3.0,1.2718446601941749,1.4077669902912622
2014-10-12,Flamengo RJ,Cruzeiro,3.0,0.0,H,1.0,3.0,1.0388349514563107,1.6990291262135921
2014-10-12,Bahia,Chapecoense-SC,0.0,1.0,A,2.0,1.0,0.941747572815534,1.037037037037037
2014-10-12,Atletico-MG,Sao Paulo,1.0,0.0,H,1.0,1.0,1.4466019417475728,1.3883495145631068
2014-10-12,Palmeiras,Gremio,2.0,1.0,H,1.0,3.0,1.0,1.174757281553398
2014-10-18,Fluminense,Criciuma,4.0,2.0,H,1.0,6.0,1.4038461538461537,1.0303030303030303
2014-10-18,Goias,Gremio,0.0,0.0,D,0.0,0.0,1.1666666666666667,1.1730769230769231
2014-10-18,Sao Paulo,Bahia,2.0,1.0,H,1.0,3.0,1.375,0.9326923076923077
2014-10-19,Atletico-MG,Chapecoense-SC,1.0,0.0,H,1.0,1.0,1.4423076923076923,1.0357142857142858
2014-10-19,Athletico-PR,Flamengo RJ,2.0,1.0,H,1.0,3.0,1.4545454545454546,1.0576923076923077
2014-10-19,Figueirense,Coritiba,4.0,0.0,H,1.0,4.0,0.9696969696969697,1.1634615384615385
2014-10-19,Internacional,Corinthians,1.0,2.0,A,2.0,3.0,1.2788461538461537,1.0673076923076923
2014-10-19,Palmeiras,Santos,1.0,3.0,A,2.0,4.0,1.0151515151515151,1.2884615384615385
2014-10-19,Botafogo RJ,Sport Recife,1.0,1.0,D,0.0,2.0,1.3653846153846154,0.9242424242424242
2014-10-19,Vitoria,Cruzeiro,0.0,1.0,A,2.0,1.0,1.3484848484848484,1.6826923076923077
2014-10-22,Cruzeiro,Palmeiras,1.0,1.0,D,0.0,2.0,1.6761904761904762,1.0149253731343284
2014-10-22,Criciuma,Athletico-PR,0.0,1.0,A,2.0,1.0,1.044776119402985,1.462686567164179
2014-10-22,Flamengo RJ,Internacional,2.0,0.0,H,1.0,2.0,1.0571428571428572,1.276190476190476
2014-10-22,Bahia,Atletico-MG,1.0,1.0,D,0.0,2.0,0.9333333333333333,1.438095238095238
2014-10-22,Corinthians,Vitoria,2.0,1.0,H,1.0,3.0,1.0761904761904761,1.328358208955224
2014-10-23,Coritiba,Botafogo RJ,2.0,0.0,H,1.0,2.0,1.1523809523809523,1.361904761904762
2014-10-23,Gremio,Figueirense,1.0,0.0,H,1.0,1.0,1.161904761904762,1.0149253731343284
2014-10-23,Chapecoense-SC,Sao Paulo,0.0,0.0,D,0.0,0.0,1.0,1.380952380952381
2014-10-23,Santos,Fluminense,0.0,1.0,A,2.0,1.0,1.3047619047619048,1.4285714285714286
2014-10-23,Sport Recife,Goias,0.0,1.0,A,2.0,1.0,0.9253731343283582,1.1492537313432836
2014-10-25,Vitoria,Criciuma,3.0,1.0,H,1.0,4.0,1.3235294117647058,1.0294117647058822
2014-10-25,Coritiba,Gremio,1.0,1.0,D,0.0,2.0,1.1603773584905661,1.1603773584905661
2014-10-25,Chapecoense-SC,Santos,1.0,1.0,D,0.0,2.0,0.9666666666666667,1.2924528301886793
2014-10-25,Palmeiras,Corinthians,1.0,1.0,D,0.0,2.0,1.0147058823529411,1.0849056603773586
2014-10-25,Fluminense,Athletico-PR,2.0,1.0,H,1.0,3.0,1.4245283018867925,1.4558823529411764
2014-10-25,Figueirense,Cruzeiro,1.0,1.0,D,0.0,2.0,1.0,1.669811320754717
2014-10-25,Atletico-MG,Sport Recife,3.0,2.0,H,1.0,5.0,1.4339622641509433,0.9117647058823529
2014-10-26,Botafogo RJ,Flamengo RJ,2.0,1.0,H,1.0,3.0,1.349056603773585,1.0660377358490567
2014-10-26,Internacional,Bahia,2.0,0.0,H,1.0,2.0,1.2641509433962264,0.9339622641509434
2014-10-27,Sao Paulo,Goias,3.0,0.0,H,1.0,3.0,1.3679245283018868,1.1470588235294117
2014-11-01,Gremio,Vitoria,1.0,0.0,H,1.0,1.0,1.158878504672897,1.3478260869565217
2014-11-01,Goias,Fluminense,0.0,2.0,A,2.0,2.0,1.1304347826086956,1.4299065420560748
2014-11-01,Corinthians,Coritiba,2.0,2.0,D,0.0,4.0,1.0841121495327102,1.158878504672897
2014-11-02,Bahia,Palmeiras,0.0,1.0,A,2.0,1.0,0.9252336448598131,1.0144927536231885
2014-11-02,Athletico-PR,Atletico-MG,1.0,0.0,H,1.0,1.0,1.4492753623188406,1.4485981308411215
2014-11-02,Sport Recife,Figueirense,1.0,0.0,H,1.0,1.0,0.927536231884058,1.0
2014-11-02,Flamengo RJ,Chapecoense-SC,3.0,0.0,H,1.0,3.0,1.0654205607476634,0.967741935483871
2014-11-02,Cruzeiro,Botafogo RJ,2.0,1.0,H,1.0,3.0,1.6635514018691588,1.355140186915888
2014-11-02,Santos,Internacional,1.0,2.0,A,2.0,3.0,1.2897196261682242,1.2710280373831775
2014-11-02,Criciuma,Sao Paulo,1.0,2.0,A,2.0,3.0,1.0289855072463767,1.3831775700934579
2014-11-08,Coritiba,Fluminense,1.0,0.0,H,1.0,1.0,1.1666666666666667,1.4351851851851851
2014-11-08,Palmeiras,Atletico-MG,0.0,2.0,A,2.0,2.0,1.0142857142857142,1.4351851851851851
2014-11-08,Botafogo RJ,Athletico-PR,0.0,2.0,A,2.0,2.0,1.3518518518518519,1.4428571428571428
2014-11-09,Goias,Bahia,3.0,0.0,H,1.0,3.0,1.1142857142857143,0.9166666666666666
2014-11-09,Cruzeiro,Criciuma,3.0,1.0,H,1.0,4.0,1.6666666666666667,1.0285714285714285
2014-11-09,Corinthians,Santos,1.0,0.0,H,1.0,1.0,1.0925925925925926,1.287037037037037
2014-11-09,Vitoria,Sao Paulo,1.0,2.0,A,2.0,3.0,1.3285714285714285,1.3888888888888888
2014-11-09,Sport Recife,Flamengo RJ,2.0,2.0,D,0.0,4.0,0.9285714285714286,1.0833333333333333
2014-11-09,Gremio,Internacional,4.0,1.0,H,1.0,5.0,1.1574074074074074,1.2777777777777777
2014-11-09,Figueirense,Chapecoense-SC,1.0,0.0,H,1.0,1.0,0.9857142857142858,0.9375
2014-11-13,Sao Paulo,Internacional,1.0,1.0,D,0.0,2.0,1.3944954128440368,1.275229357798165
2014-11-15,Criciuma,Gremio,0.0,3.0,A,2.0,3.0,1.028169014084507,1.18348623853211
2014-11-15,Fluminense,Botafogo RJ,1.0,0.0,H,1.0,1.0,1.4220183486238531,1.3394495412844036
2014-11-16,Sao Paulo,Palmeiras,2.0,0.0,H,1.0,2.0,1.3909090909090909,1.0
2014-11-16,Chapecoense-SC,Vitoria,0.0,1.0,A,2.0,1.0,0.9090909090909091,1.323943661971831
2014-11-16,Atletico-MG,Figueirense,1.0,1.0,D,0.0,2.0,1.4403669724770642,0.9859154929577465
2014-11-16,Santos,Cruzeiro,0.0,1.0,A,2.0,1.0,1.275229357798165,1.6788990825688073
2014-11-16,Flamengo RJ,Coritiba,3.0,2.0,H,1.0,5.0,1.091743119266055,1.165137614678899
2014-11-16,Bahia,Corinthians,1.0,2.0,A,2.0,3.0,0.908256880733945,1.091743119266055
2014-11-16,Athletico-PR,Sport Recife,0.0,1.0,A,2.0,1.0,1.4507042253521127,0.9436619718309859
2014-11-16,Internacional,Goias,1.0,0.0,H,1.0,1.0,1.2727272727272727,1.1408450704225352
2014-11-19,Athletico-PR,Santos,1.0,1.0,D,0.0,2.0,1.4305555555555556,1.2636363636363637
2014-11-19,Botafogo RJ,Figueirense,0.0,1.0,A,2.0,1.0,1.3272727272727274,0.9861111111111112
2014-11-19,Criciuma,Bahia,0.0,1.0,A,2.0,1.0,1.0138888888888888,0.9090909090909091
2014-11-19,Goias,Corinthians,0.0,1.0,A,2.0,1.0,1.125,1.1
2014-11-19,Vitoria,Coritiba,1.0,1.0,D,0.0,2.0,1.3194444444444444,1.1727272727272726
2014-11-20,Atletico-MG,Flamengo RJ,4.0,0.0,H,1.0,4.0,1.4363636363636363,1.1090909090909091
2014-11-20,Palmeiras,Sport Recife,0.0,2.0,A,2.0,2.0,0.9861111111111112,0.9444444444444444
2014-11-20,Fluminense,Chapecoense-SC,1.0,4.0,A,2.0,5.0,1.4181818181818182,0.8823529411764706
2014-11-20,Gremio,Cruzeiro,1.0,2.0,A,2.0,3.0,1.2,1.6727272727272726
2014-11-22,Internacional,Atletico-MG,2.0,1.0,H,1.0,3.0,1.2702702702702702,1.4594594594594594
2014-11-22,Bahia,Athletico-PR,1.0,2.0,A,2.0,3.0,0.9099099099099099,1.4246575342465753
2014-11-23,Chapecoense-SC,Botafogo RJ,2.0,0.0,H,1.0,2.0,0.9714285714285714,1.3153153153153154
2014-11-23,Coritiba,Palmeiras,2.0,0.0,H,1.0,2.0,1.1711711711711712,0.9726027397260274
2014-11-23,Sport Recife,Fluminense,2.0,2.0,D,0.0,4.0,0.958904109589041,1.4144144144144144
2014-11-23,Corinthians,Gremio,1.0,0.0,H,1.0,1.0,1.0990990990990992,1.1981981981981982
2014-11-23,Flamengo RJ,Criciuma,1.0,1.0,D,0.0,2.0,1.0990990990990992,1.0
2014-11-23,Figueirense,Vitoria,2.0,0.0,H,1.0,2.0,0.9863013698630136,1.3150684931506849
2014-11-23,Cruzeiro,Goias,2.0,1.0,H,1.0,3.0,1.6756756756756757,1.1095890410958904
2014-11-23,Santos,Sao Paulo,0.0,1.0,A,2.0,1.0,1.2612612612612613,1.3963963963963963
2014-11-29,Criciuma,Sport Recife,2.0,2.0,D,0.0,4.0,1.0,0.972972972972973
2014-11-29,Internacional,Palmeiras,3.0,1.0,H,1.0,4.0,1.2767857142857142,0.9594594594594594
2014-11-29,Flamengo RJ,Vitoria,4.0,0.0,H,1.0,4.0,1.0982142857142858,1.2972972972972974
2014-11-30,Bahia,Gremio,1.0,0.0,H,1.0,1.0,0.9107142857142857,1.1875
2014-11-30,Athletico-PR,Goias,1.0,0.0,H,1.0,1.0,1.4324324324324325,1.1081081081081081
2014-11-30,Atletico-MG,Coritiba,1.0,2.0,A,2.0,3.0,1.4553571428571428,1.1785714285714286
2014-11-30,Santos,Botafogo RJ,2.0,0.0,H,1.0,2.0,1.25,1.3035714285714286
2014-11-30,Fluminense,Corinthians,5.0,2.0,H,1.0,7.0,1.4196428571428572,1.0982142857142858
2014-11-30,Chapecoense-SC,Cruzeiro,1.0,1.0,D,0.0,2.0,1.0,1.6785714285714286
2014-11-30,Sao Paulo,Figueirense,1.0,1.0,D,0.0,2.0,1.3928571428571428,1.0
2014-12-06,Corinthians,Criciuma,2.0,1.0,H,1.0,3.0,1.1061946902654867,1.0133333333333334
2014-12-06,Figueirense,Internacional,1.0,2.0,A,2.0,3.0,1.0,1.2920353982300885
2014-12-07,Palmeiras,Athletico-PR,1.0,1.0,D,0.0,2.0,0.96,1.4266666666666667
2014-12-07,Vitoria,Santos,0.0,1.0,A,2.0,1.0,1.28,1.2566371681415929
2014-12-07,Gremio,Flamengo RJ,1.0,1.0,D,0.0,2.0,1.176991150442478,1.1238938053097345
2014-12-07,Sport Recife,Sao Paulo,1.0,0.0,H,1.0,1.0,0.9866666666666667,1.3893805309734513
2014-12-07,Cruzeiro,Fluminense,2.0,1.0,H,1.0,3.0,1.6725663716814159,1.4513274336283186
2014-12-07,Coritiba,Bahia,3.0,2.0,H,1.0,5.0,1.1858407079646018,0.911504424778761
2014-12-07,Botafogo RJ,Atletico-MG,0.0,0.0,D,0.0,0.0,1.2920353982300885,1.4513274336283186
2014-12-07,Goias,Chapecoense-SC,4.0,2.0,H,1.0,6.0,1.0933333333333333,1.0
2015-05-09,Chapecoense-SC,Coritiba,2.0,1.0,H,1.0,3.0,1.0263157894736843,1.2017543859649122
2015-05-09,Palmeiras,Atletico-MG,2.0,2.0,D,0.0,4.0,0.9605263157894737,1.4385964912280702
2015-05-10,Vasco,Goias,0.0,0.0,D,0.0,0.0,1.25,1.131578947368421
2015-05-10,Sport Recife,Figueirense,4.0,1.0,H,1.0,5.0,0.9868421052631579,1.0
2015-05-10,Sao Paulo,Flamengo RJ,2.0,1.0,H,1.0,3.0,1.3771929824561404,1.1228070175438596
2015-05-10,Avai,Santos,1.0,1.0,D,0.0,2.0,1.0,1.2543859649122806
2015-05-10,Athletico-PR,Internacional,3.0,0.0,H,1.0,3.0,1.4210526315789473,1.2982456140350878
2015-05-10,Gremio,Ponte Preta,3.0,3.0,D,0.0,6.0,1.1754385964912282,0.9736842105263158
2015-05-10,Fluminense,Joinville,1.0,0.0,H,1.0,1.0,1.4473684210526316,1.0
2015-05-10,Cruzeiro,Corinthians,0.0,1.0,A,2.0,1.0,1.6754385964912282,1.1140350877192982
2015-05-16,Coritiba,Gremio,2.0,0.0,H,1.0,2.0,1.2,1.191304347826087
2015-05-16,Goias,Athletico-PR,2.0,0.0,H,1.0,2.0,1.1168831168831168,1.4415584415584415
2015-05-17,Ponte Preta,Sao Paulo,1.0,0.0,H,1.0,1.0,1.0,1.382608695652174
2015-05-17,Corinthians,Chapecoense-SC,1.0,0.0,H,1.0,1.0,1.1130434782608696,1.0512820512820513
2015-05-17,Figueirense,Vasco,0.0,0.0,D,0.0,0.0,1.0,1.2337662337662338
2015-05-17,Atletico-MG,Fluminense,4.0,1.0,H,1.0,5.0,1.4434782608695653,1.4434782608695653
2015-05-17,Flamengo RJ,Sport Recife,2.0,2.0,D,0.0,4.0,1.1217391304347826,1.025974025974026
2015-05-17,Santos,Cruzeiro,1.0,0.0,H,1.0,1.0,1.2521739130434784,1.6608695652173913
2015-05-17,Internacional,Avai,1.0,0.0,H,1.0,1.0,1.2869565217391303,1.0
2015-05-17,Joinville,Palmeiras,0.0,0.0,D,0.0,0.0,0.0,0.974025974025974
2015-05-23,Vasco,Internacional,1.0,1.0,D,0.0,2.0,1.2179487179487178,1.2844827586206897
2015-05-23,Sao Paulo,Joinville,3.0,0.0,H,1.0,3.0,1.3706896551724137,0.0
2015-05-24,Gremio,Figueirense,1.0,0.0,H,1.0,1.0,1.1810344827586208,0.9871794871794872
2015-05-24,Palmeiras,Goias,0.0,1.0,A,2.0,1.0,0.9615384615384616,1.1282051282051282
2015-05-24,Athletico-PR,Atletico-MG,1.0,0.0,H,1.0,1.0,1.4230769230769231,1.4655172413793103
2015-05-24,Avai,Flamengo RJ,2.0,1.0,H,1.0,3.0,0.5,1.1293103448275863
2015-05-24,Chapecoense-SC,Santos,1.0,0.0,H,1.0,1.0,1.025,1.25
2015-05-24,Fluminense,Corinthians,0.0,0.0,D,0.0,0.0,1.4396551724137931,1.1120689655172413
2015-05-24,Cruzeiro,Ponte Preta,1.0,1.0,D,0.0,2.0,1.646551724137931,1.0
2015-05-24,Sport Recife,Coritiba,1.0,0.0,H,1.0,1.0,1.0384615384615385,1.206896551724138
2015-05-30,Ponte Preta,Chapecoense-SC,3.0,1.0,H,1.0,4.0,1.0,1.024390243902439
2015-05-30,Coritiba,Avai,1.0,2.0,A,2.0,3.0,1.1965811965811965,1.0
2015-05-31,Flamengo RJ,Fluminense,2.0,3.0,A,2.0,5.0,1.1282051282051282,1.4273504273504274
2015-05-31,Joinville,Athletico-PR,1.0,2.0,A,2.0,3.0,0.0,1.4177215189873418
2015-05-31,Santos,Sport Recife,2.0,2.0,D,0.0,4.0,1.2393162393162394,1.0379746835443038
2015-05-31,Atletico-MG,Vasco,3.0,0.0,H,1.0,3.0,1.452991452991453,1.2151898734177216
2015-05-31,Corinthians,Palmeiras,0.0,2.0,A,2.0,2.0,1.1025641025641026,0.9493670886075949
2015-05-31,Goias,Gremio,1.0,1.0,D,0.0,2.0,1.1265822784810127,1.1794871794871795
2015-05-31,Internacional,Sao Paulo,0.0,0.0,D,0.0,0.0,1.2820512820512822,1.3846153846153846
2015-05-31,Figueirense,Cruzeiro,2.0,1.0,H,1.0,3.0,0.9746835443037974,1.641025641025641
2015-06-03,Vasco,Ponte Preta,0.0,3.0,A,2.0,3.0,1.2,1.025
2015-06-03,Chapecoense-SC,Joinville,2.0,0.0,H,1.0,2.0,1.0238095238095237,0.25
2015-06-03,Athletico-PR,Figueirense,1.0,0.0,H,1.0,1.0,1.425,0.9875
2015-06-04,Sao Paulo,Santos,3.0,2.0,H,1.0,5.0,1.3728813559322033,1.2457627118644068
2015-06-04,Avai,Atletico-MG,1.0,4.0,A,2.0,5.0,1.25,1.4661016949152543
2015-06-04,Cruzeiro,Flamengo RJ,1.0,0.0,H,1.0,1.0,1.6355932203389831,1.1355932203389831
2015-06-04,Gremio,Corinthians,3.0,1.0,H,1.0,4.0,1.1779661016949152,1.0932203389830508
2015-06-04,Fluminense,Coritiba,2.0,0.0,H,1.0,2.0,1.4406779661016949,1.194915254237288
2015-06-05,Palmeiras,Internacional,1.0,1.0,D,0.0,2.0,0.9625,1.271186440677966
2015-06-05,Sport Recife,Goias,1.0,0.0,H,1.0,1.0,1.05,1.125
2015-06-06,Santos,Ponte Preta,2.0,2.0,D,0.0,4.0,1.2521008403361344,1.0493827160493827
2015-06-06,Flamengo RJ,Chapecoense-SC,1.0,0.0,H,1.0,1.0,1.1260504201680672,1.0465116279069768
2015-06-06,Atletico-MG,Cruzeiro,1.0,3.0,A,2.0,4.0,1.4873949579831933,1.6302521008403361
2015-06-07,Athletico-PR,Vasco,2.0,0.0,H,1.0,2.0,1.4197530864197532,1.1851851851851851
2015-06-07,Joinville,Corinthians,0.0,1.0,A,2.0,1.0,0.2,1.0924369747899159
2015-06-07,Sao Paulo,Gremio,2.0,0.0,H,1.0,2.0,1.3865546218487395,1.1932773109243697
2015-06-07,Internacional,Coritiba,2.0,0.0,H,1.0,2.0,1.26890756302521,1.184873949579832
2015-06-07,Figueirense,Palmeiras,2.0,1.0,H,1.0,3.0,0.9753086419753086,0.9629629629629629
2015-06-07,Fluminense,Sport Recife,0.0,0.0,D,0.0,0.0,1.4453781512605042,1.0493827160493827
2015-06-07,Goias,Avai,0.0,1.0,A,2.0,1.0,1.1111111111111112,1.2
2015-06-10,Atletico-MG,Santos,2.0,2.0,D,0.0,4.0,1.4833333333333334,1.2583333333333333
2015-06-13,Corinthians,Internacional,2.0,1.0,H,1.0,3.0,1.0916666666666666,1.275
2015-06-13,Coritiba,Flamengo RJ,0.0,1.0,A,2.0,1.0,1.175,1.125
2015-06-13,Chapecoense-SC,Sao Paulo,0.0,1.0,A,2.0,1.0,1.0227272727272727,1.3916666666666666
2015-06-14,Sport Recife,Joinville,2.0,1.0,H,1.0,3.0,1.0365853658536586,0.16666666666666666
2015-06-14,Vasco,Cruzeiro,1.0,3.0,A,2.0,4.0,1.170731707317073,1.6416666666666666
2015-06-14,Ponte Preta,Goias,0.0,0.0,D,0.0,0.0,1.0609756097560976,1.0975609756097562
2015-06-14,Avai,Figueirense,1.0,1.0,D,0.0,2.0,1.1666666666666667,0.9878048780487805
2015-06-14,Gremio,Athletico-PR,2.0,1.0,H,1.0,3.0,1.1833333333333333,1.4268292682926829
2015-06-14,Palmeiras,Fluminense,2.0,1.0,H,1.0,3.0,0.9634146341463414,1.4333333333333333
2015-06-19,Figueirense,Internacional,0.0,0.0,D,0.0,0.0,0.9879518072289156,1.2727272727272727
2015-06-20,Santos,Corinthians,1.0,0.0,H,1.0,1.0,1.2644628099173554,1.0991735537190082
2015-06-20,Flamengo RJ,Atletico-MG,0.0,2.0,A,2.0,2.0,1.1239669421487604,1.487603305785124
2015-06-20,Sport Recife,Vasco,2.0,1.0,H,1.0,3.0,1.0481927710843373,1.1686746987951808
2015-06-21,Sao Paulo,Avai,1.0,1.0,D,0.0,2.0,1.3884297520661157,1.1428571428571428
2015-06-21,Joinville,Goias,2.0,1.0,H,1.0,3.0,0.2857142857142857,1.0843373493975903
2015-06-21,Gremio,Palmeiras,1.0,0.0,H,1.0,1.0,1.1900826446280992,0.9759036144578314
2015-06-21,Cruzeiro,Chapecoense-SC,0.0,1.0,A,2.0,1.0,1.6528925619834711,1.0
2015-06-21,Athletico-PR,Coritiba,2.0,2.0,D,0.0,4.0,1.4216867469879517,1.165289256198347
2015-06-24,Fluminense,Ponte Preta,2.0,0.0,H,1.0,2.0,1.4297520661157024,1.0481927710843373
2015-06-27,Avai,Gremio,1.0,2.0,A,2.0,3.0,1.125,1.1885245901639345
2015-06-27,Chapecoense-SC,Sport Recife,1.0,1.0,D,0.0,2.0,1.0,1.0595238095238095
2015-06-28,Atletico-MG,Joinville,1.0,0.0,H,1.0,1.0,1.4918032786885247,0.5
2015-06-28,Internacional,Santos,1.0,0.0,H,1.0,1.0,1.2622950819672132,1.2622950819672132
2015-06-28,Vasco,Flamengo RJ,1.0,0.0,H,1.0,1.0,1.1666666666666667,1.1147540983606556
2015-06-28,Ponte Preta,Athletico-PR,2.0,1.0,H,1.0,3.0,1.0357142857142858,1.4285714285714286
2015-06-28,Corinthians,Figueirense,2.0,1.0,H,1.0,3.0,1.0901639344262295,0.9761904761904762
2015-06-28,Goias,Fluminense,1.0,2.0,A,2.0,3.0,1.0833333333333333,1.4344262295081966
2015-06-28,Coritiba,Cruzeiro,1.0,0.0,H,1.0,1.0,1.1721311475409837,1.639344262295082
2015-06-28,Palmeiras,Sao Paulo,4.0,0.0,H,1.0,4.0,0.9642857142857143,1.3852459016393444
2015-07-01,Sport Recife,Internacional,3.0,0.0,H,1.0,3.0,1.0588235294117647,1.2601626016260163
2015-07-01,Vasco,Avai,1.0,0.0,H,1.0,1.0,1.1647058823529413,1.1111111111111112
2015-07-02,Atletico-MG,Coritiba,2.0,0.0,H,1.0,2.0,1.4878048780487805,1.170731707317073
2015-07-02,Palmeiras,Chapecoense-SC,2.0,0.0,H,1.0,2.0,1.0,1.0
2015-07-02,Athletico-PR,Sao Paulo,2.0,1.0,H,1.0,3.0,1.423529411764706,1.3739837398373984
2015-07-02,Gremio,Cruzeiro,1.0,0.0,H,1.0,1.0,1.1951219512195121,1.6260162601626016
2015-07-02,Joinville,Flamengo RJ,0.0,1.0,A,2.0,1.0,0.4444444444444444,1.1056910569105691
2015-07-02,Corinthians,Ponte Preta,2.0,0.0,H,1.0,2.0,1.0975609756097562,1.0470588235294118
2015-07-02,Figueirense,Goias,3.0,1.0,H,1.0,4.0,0.9764705882352941,1.0823529411764705
2015-07-03,Fluminense,Santos,2.0,1.0,H,1.0,3.0,1.4390243902439024,1.2520325203252032
2015-07-04,Coritiba,Joinville,0.0,0.0,D,0.0,0.0,1.1612903225806452,0.4
2015-07-05,Internacional,Atletico-MG,1.0,3.0,A,2.0,4.0,1.25,1.4919354838709677
2015-07-05,Flamengo RJ,Figueirense,1.0,2.0,A,2.0,3.0,1.1048387096774193,1.0
2015-07-05,Ponte Preta,Palmeiras,0.0,2.0,A,2.0,2.0,1.0348837209302326,1.0116279069767442
2015-07-05,Sao Paulo,Fluminense,0.0,0.0,D,0.0,0.0,1.3709677419354838,1.4435483870967742
2015-07-05,Avai,Sport Recife,2.0,2.0,D,0.0,4.0,1.0,1.0813953488372092
2015-07-05,Goias,Corinthians,0.0,0.0,D,0.0,0.0,1.0813953488372092,1.1048387096774193
2015-07-05,Chapecoense-SC,Vasco,1.0,0.0,H,1.0,1.0,0.9791666666666666,1.1627906976744187
2015-07-05,Santos,Gremio,1.0,3.0,A,2.0,4.0,1.25,1.1935483870967742
2015-07-05,Cruzeiro,Athletico-PR,2.0,0.0,H,1.0,2.0,1.6129032258064515,1.430232558139535
2015-07-08,Chapecoense-SC,Gremio,1.0,0.0,H,1.0,1.0,0.9795918367346939,1.208
2015-07-08,Coritiba,Ponte Preta,0.0,0.0,D,0.0,0.0,1.152,1.0229885057471264
2015-07-08,Goias,Santos,4.0,1.0,H,1.0,5.0,1.0689655172413792,1.248
2015-07-09,Vasco,Sao Paulo,0.0,4.0,A,2.0,4.0,1.1494252873563218,1.36
2015-07-09,Figueirense,Joinville,0.0,2.0,A,2.0,2.0,1.0114942528735633,0.36363636363636365
2015-07-09,Palmeiras,Avai,3.0,0.0,H,1.0,3.0,1.0229885057471264,1.0909090909090908
2015-07-09,Atletico-MG,Sport Recife,2.0,1.0,H,1.0,3.0,1.504,1.0919540229885059
2015-07-09,Internacional,Flamengo RJ,1.0,2.0,A,2.0,3.0,1.248,1.104
2015-07-09,Corinthians,Athletico-PR,2.0,0.0,H,1.0,2.0,1.096,1.4137931034482758
2015-07-10,Fluminense,Cruzeiro,1.0,0.0,H,1.0,1.0,1.432,1.616
2015-07-11,Gremio,Vasco,2.0,0.0,H,1.0,2.0,1.1984126984126984,1.1363636363636365
2015-07-11,Santos,Figueirense,3.0,0.0,H,1.0,3.0,1.246031746031746,1.0
2015-07-12,Avai,Chapecoense-SC,2.0,1.0,H,1.0,3.0,1.0,0.98
2015-07-12,Joinville,Internacional,0.0,2.0,A,2.0,2.0,0.5,1.246031746031746
2015-07-12,Sport Recife,Palmeiras,2.0,2.0,D,0.0,4.0,1.0909090909090908,1.0454545454545454
2015-07-12,Flamengo RJ,Corinthians,0.0,3.0,A,2.0,3.0,1.1111111111111112,1.1031746031746033
2015-07-12,Cruzeiro,Goias,1.0,0.0,H,1.0,1.0,1.6031746031746033,1.1022727272727273
2015-07-12,Athletico-PR,Fluminense,1.0,2.0,A,2.0,3.0,1.3977272727272727,1.4285714285714286
2015-07-12,Sao Paulo,Coritiba,3.0,1.0,H,1.0,4.0,1.380952380952381,1.1428571428571428
2015-07-12,Ponte Preta,Atletico-MG,0.0,2.0,A,2.0,2.0,1.0113636363636365,1.507936507936508
2015-07-18,Flamengo RJ,Gremio,1.0,0.0,H,1.0,1.0,1.1023622047244095,1.204724409448819
2015-07-18,Internacional,Goias,2.0,1.0,H,1.0,3.0,1.2519685039370079,1.0898876404494382
2015-07-19,Joinville,Ponte Preta,1.0,1.0,D,0.0,2.0,0.46153846153846156,1.0
2015-07-19,Cruzeiro,Avai,1.0,1.0,D,0.0,2.0,1.5984251968503937,1.0769230769230769
2015-07-19,Sport Recife,Sao Paulo,2.0,0.0,H,1.0,2.0,1.101123595505618,1.3937007874015748
2015-07-19,Palmeiras,Santos,1.0,0.0,H,1.0,1.0,1.0561797752808988,1.2598425196850394
2015-07-19,Figueirense,Coritiba,0.0,0.0,D,0.0,0.0,0.9887640449438202,1.141732283464567
2015-07-19,Athletico-PR,Chapecoense-SC,1.0,0.0,H,1.0,1.0,1.3932584269662922,0.9803921568627451
2015-07-19,Corinthians,Atletico-MG,1.0,0.0,H,1.0,1.0,1.1181102362204725,1.5118110236220472
2015-07-19,Fluminense,Vasco,1.0,2.0,A,2.0,3.0,1.4330708661417322,1.1235955056179776
2015-07-25,Avai,Athletico-PR,1.0,2.0,A,2.0,3.0,1.0714285714285714,1.3888888888888888
2015-07-25,Gremio,Sport Recife,1.0,1.0,D,0.0,2.0,1.1953125,1.1111111111111112
2015-07-26,Goias,Flamengo RJ,0.0,1.0,A,2.0,1.0,1.0888888888888888,1.1015625
2015-07-26,Sao Paulo,Cruzeiro,1.0,0.0,H,1.0,1.0,1.3828125,1.59375
2015-07-26,Ponte Preta,Internacional,0.0,0.0,D,0.0,0.0,1.0,1.2578125
